L_space_fillings,name,census_knot,finite_fillings,longitude,non_L_space_fillings,thurston_norm,id
"[(-5, -1), (-4, -1), (-1, -4), (-1, -1), (-3, -4), (-3, -2), (-1, -3), (-2, -3), (-5, -2), (-1, -2), (-4, -3), (-3, -1), (-1, 0)]",m188,False,"[(-1, -1), (-1, 0)]","(4, -7)","[(-2, 1), (-2, 3), (-1, 1), (-3, 1), (-3, 2), (1, -3), (1, -2)]",7,135
"[(4, -3), (5, -1), (2, -3), (1, -2), (5, -2), (-1, -2), (3, -2), (5, -3), (-1, -3), (3, -1), (-2, -3), (1, -3), (1, 0), (1, -1), (4, -1)]",m189,False,"[(1, 0), (1, -1)]","(21, 8)","[(4, 1), (-3, -2), (3, 1), (-2, -1)]",15,136
"[(3, 2), (4, 1), (0, -1), (1, 1), (4, 3), (5, 1), (1, 0), (5, 2), (4, -1), (5, 3)]",m190,False,"[(0, -1), (1, 1), (1, 0)]","(25, 27)","[(-2, -3), (-1, -4), (-1, -3), (-1, -2)]",25,137
"[(-1, 1), (-1, 0), (-4, 3), (-3, 2), (0, -1)]",m191,False,"[(-1, 1), (-1, 0), (0, -1)]","(4, -31)","[(-2, 3), (-1, 2)]",27,138
"[(-1, 0)]",m192,False,"[(-1, 0)]","(7, -4)","[(-2, 1), (-5, 1), (-3, 1), (-4, 1), (-5, 2)]",5,139
"[(2, -3), (1, -2), (-1, -2), (-1, -3), (0, -1), (1, -3), (1, 0), (1, -1)]",m193,False,"[(0, -1), (1, 0), (1, -1)]","(27, 19)",[],21,140
"[(5, -1), (-4, -1), (-3, -2), (-1, -2), (-1, -1), (-1, -3), (-3, -1), (-2, -3), (-2, -1), (0, -1), (1, 0), (4, -1)]",m194,'K5_6',"[(-1, -1), (0, -1), (1, 0)]","(37, 1)",[],25,141
"[(5, -2), (5, -1), (2, -3), (4, -1), (3, -1), (4, -3), (1, -3), (1, 0), (1, -2), (5, -3)]",m195,False,"[(1, 0)]","(8, 9)","[(4, 1), (3, 1), (3, 2), (-2, -3), (2, 1), (-1, -3), (-1, -2)]",13,142
"[(-1, 0), (-1, -4), (-1, -3), (1, -4), (0, -1), (1, -3), (1, -2)]",m196,False,"[(-1, 0), (0, -1)]","(19, -23)","[(2, -3), (-3, 2), (-2, 1), (-3, 1), (-4, 1)]",23,143
"[(2, -3), (1, -1), (0, -1), (1, -3), (1, 0), (1, -2)]",m197,False,"[(1, -1), (0, -1), (1, 0)]","(8, 37)",[],27,144
"[(5, -1), (-1, 0), (-3, -2), (-1, -1), (-2, -3), (-3, -1), (-1, -3), (-2, -1), (0, -1), (4, -1), (-4, -1)]",m198,'K5_7',"[(-1, 0), (-1, -1), (0, -1)]","(38, -1)",[],25,145
"[(-1, 0)]",m199,'K5_8',"[(-1, 0)]","(4, -1)","[(3, -1), (-5, 1), (-3, -2), (2, -1), (-2, -3), (-3, -1), (-6, -1), (-1, -3), (-5, -2), (1, -3), (-5, -1), (1, -2), (3, -2), (-4, -1)]",3,146
"[(0, -1), (1, -1), (-1, 0)]",m200,False,"[(0, -1), (1, -1), (-1, 0)]","(7, -2)","[(2, -1), (3, -1)]",10,147
"[(1, 0)]",m201,'K5_9',"[(1, 0)]","(0, 1)","[(5, 1), (4, 1)]",3,148
"[(1, 0)]",m206,False,"[(1, 0)]","(0, 1)","[(5, -2), (5, -1), (3, 2), (1, 3), (5, 2), (4, 1), (3, 1), (1, 2), (2, -3), (3, -1), (2, 3), (3, -2), (5, 1), (1, -3), (1, -2), (4, -1)]",1,149
"[(-3, -1), (-1, -1), (-1, -3)]",m207,False,[],"(1, -1)","[(-2, 1), (-3, 1), (1, -3), (1, -2)]",1,150
"[(4, -3), (3, -1), (1, -3), (3, 1), (3, -4), (2, 1), (1, -4), (0, -1), (1, 0), (1, -1), (4, -1)]",m208,False,"[(0, -1), (1, 0), (1, -1)]","(1, 1)","[(-1, -3), (-1, -2)]",2,151
"[(0, -1), (1, 0), (-1, -1)]",m209,False,"[(0, -1), (1, 0), (-1, -1)]","(28, 17)","[(2, 1)]",23,152
"[(2, -3), (-1, 0), (1, -1), (-1, -3), (-2, -3), (-5, -1), (1, -3), (1, -2), (-5, -2), (-4, -1)]",m210,False,"[(-1, 0), (1, -1)]","(23, -8)","[(3, -2), (-5, 1), (2, -1), (-3, 1), (-4, 1)]",15,153
"[(0, -1), (1, 0), (2, -1), (1, -1)]",m211,'K5_10',"[(0, -1), (1, 0), (1, -1)]","(28, 1)",[],17,154
"[(2, -3), (-1, 0), (1, -1), (1, -4), (0, -1), (1, -3), (1, -2)]",m212,False,"[(-1, 0), (1, -1), (0, -1)]","(29, -16)","[(3, -2)]",27,155
"[(-4, -1), (-3, -2), (-1, -1), (-3, -1), (-2, -1), (0, -1), (-1, 0)]",m213,False,"[(-1, -1), (0, -1), (-1, 0)]","(37, -10)","[(5, -2), (-5, 1), (-4, 1)]",19,156
"[(-4, -1), (-3, -2), (-3, -1), (-2, -1), (0, -1), (-1, 0)]",m214,False,"[(0, -1), (-1, 0)]","(41, -11)","[(5, -2), (-5, 1)]",21,157
"[(-1, 0), (-1, -4), (-2, 3), (-1, 2), (-1, -1), (-1, -3), (-1, 3), (-2, -3), (-1, -2), (0, -1)]",m215,False,"[(-1, 0), (-1, -1), (0, -1)]","(5, -33)","[(-1, 4)]",19,158
"[(2, -3), (-5, -2), (-1, 0), (-4, -3), (0, -1), (3, -2), (-2, -3), (-1, -3), (-5, -1), (-1, -1), (1, -3), (1, -2), (-4, -1)]",m216,False,"[(-1, 0), (0, -1), (-1, -1)]","(7, -1)","[(3, -1), (4, -1)]",5,159
"[(0, -1), (-1, 0)]",m217,False,"[(0, -1), (-1, 0)]","(2, -5)",[],5,160
"[(-1, -2), (-2, -3), (-1, -3), (-1, -1), (0, -1), (1, 0)]",m218,False,"[(-1, -1), (0, -1), (1, 0)]","(33, 13)","[(3, 1), (-3, -2), (-2, -1)]",29,161
"[(0, -1), (-1, 0), (-1, -1), (-2, -3), (-1, -4), (-1, -3), (-1, -2)]",m219,False,"[(0, -1), (-1, 0), (-1, -1)]","(19, -24)","[(2, -3), (1, -4), (1, -3), (1, -2)]",23,162
"[(1, 0)]",m220,False,"[(1, 0)]","(10, 3)","[(5, -1), (3, -2), (-3, -1), (1, -2), (6, 1), (2, -1), (3, -1), (-3, -2), (-2, -3), (-1, -3), (-5, -2), (1, -3), (5, 1), (4, 1), (4, -1)]",5,163
"[(-1, 0)]",m221,False,"[(-1, 0)]","(6, -5)","[(2, -3), (-5, 1), (-4, -1), (-6, 1), (-3, -2), (-2, -1), (-1, -3), (-3, 1), (-4, 1), (-5, -1), (-1, -2), (1, -3), (-5, 2), (1, -2), (-3, -1), (-3, 2)]",5,164
"[(-1, 0)]",m222,'K5_12',"[(-1, 0)]","(1, -1)","[(-2, 1), (-5, 1), (-6, 1), (-3, 1), (-3, -2), (-1, -2), (-2, -3), (-3, -1), (-6, -1), (-4, 1), (-1, -3), (-5, -1), (-2, -1), (1, -3), (1, -2), (-5, -2), (-3, 2), (-4, -1)]",3,165
"[(5, -1), (3, -1), (2, -3), (-5, -1), (-4, -1), (1, -3), (-3, -1), (-1, -1), (2, -1), (-1, -2), (3, -2), (-3, -2), (-2, -3), (-1, -3), (-5, -2), (-2, -1), (-4, -3), (0, -1), (1, 0), (1, -2), (4, -1)]",m223,'K5_11',"[(-1, -1), (0, -1), (1, 0)]","(23, 1)",[],11,166
"[(-1, 0)]",m224,'K5_13',"[(-1, 0)]","(3, -1)",[],3,167
"[(0, -1), (1, 0), (1, 1)]",m225,False,"[(0, -1), (1, 0), (1, 1)]","(8, 35)",[],33,168
"[(0, -1), (1, 0)]",m227,False,"[(0, -1), (1, 0)]","(14, 5)","[(3, 1)]",9,169
"[(0, -1), (1, -1), (-1, 0)]",m228,False,"[(0, -1), (1, -1), (-1, 0)]","(32, -13)","[(2, -1)]",25,170
"[(5, -2), (4, -3), (2, -3), (1, -3), (5, -1), (-2, -3), (-1, -3), (-1, -2), (0, -1), (1, 0), (3, -2)]",m229,False,"[(0, -1), (1, 0)]","(31, 11)","[(-3, -2), (3, 1), (-2, -1), (4, 1)]",21,171
"[(2, -3), (-1, 0), (1, -2), (0, -1), (1, -1)]",m230,False,"[(-1, 0), (0, -1), (1, -1)]","(39, -8)","[(2, -1), (3, -2)]",31,172
"[(-1, 0), (-3, -1), (-3, -2), (-2, -1), (0, -1), (-4, -1)]",m231,False,"[(-1, 0), (0, -1)]","(11, -1)",[],7,173
"[(5, -2), (4, -3), (2, -3), (-1, 0), (-3, -2), (-2, -3), (-3, -1), (3, -2), (-1, -3), (-2, -1), (1, -3), (4, -1), (-4, -1)]",m232,False,"[(-1, 0)]","(22, -3)","[(5, -1)]",11,174
"[(-1, 0), (-3, -1), (-2, -1), (-1, -1), (0, -1), (-4, -1)]",m233,False,"[(-1, 0), (-1, -1), (0, -1)]","(43, -5)",[],27,175
"[(0, -1), (2, -3), (1, -2), (2, -1), (3, -2), (3, -1), (1, -3), (4, -1)]",m234,False,"[(0, -1)]","(1, 1)","[(3, 1), (2, 1), (3, 2), (-1, -4), (-1, -3), (-1, -2), (5, 1), (4, 1), (-2, -3)]",1,176
[],m235,False,[],"(0, 1)","[(1, 2), (5, -1), (3, 2), (1, 3), (4, 1), (6, 1), (2, -1), (3, -2), (1, -2), (2, 3), (3, -1), (4, 3), (1, -3), (5, 1), (5, 2), (4, -1)]",1,177
"[(0, -1), (-1, 0)]",m236,False,"[(0, -1), (-1, 0)]","(32, -5)",[],19,178
"[(3, -2), (2, -3), (-5, -1), (-1, 0), (-4, -3), (0, -1), (-2, -3), (-1, -3), (-5, -2), (-1, -1), (1, -3), (1, -2), (-4, -1)]",m238,False,"[(-1, 0), (0, -1), (-1, -1)]","(34, -7)","[(4, -1)]",25,179
"[(3, -1), (2, -3), (-5, -2), (-4, -1), (-4, -3), (2, -1), (3, -2), (-3, -2), (-2, -3), (-5, -1), (1, -3), (0, -1), (1, 0), (4, -1)]",m239,'K5_14',"[(0, -1), (1, 0)]","(34, 1)",[],21,180
"[(-1, 3), (-1, 1), (-1, 0), (-1, -4), (-3, -1), (-1, 2), (-1, 4), (-2, -3), (-2, 3), (-1, -3), (-1, -2), (0, -1), (-3, 4), (-3, -2)]",m240,'K5_15',"[(-1, 1), (-1, 0), (0, -1)]","(1, -37)",[],23,181
"[(1, 2), (2, -3), (1, 3), (3, 4), (2, 3), (3, -2), (0, -1), (1, -3), (1, 0), (1, -2), (1, 1)]",m241,False,"[(0, -1), (1, 0), (1, 1)]","(4, 43)","[(1, 4)]",31,182
"[(0, -1), (-1, 1), (-1, 0)]",m242,False,"[(0, -1), (-1, 1), (-1, 0)]","(2, -31)","[(-1, 2)]",29,183
"[(-1, 0), (-1, -4), (-2, 1), (-1, -3), (-3, 1), (-4, 1), (-1, -1), (0, -1)]",m243,False,"[(-1, 0), (-1, -1), (0, -1)]","(21, -23)","[(1, -3), (2, -3), (-3, 2), (1, -4), (1, -2)]",25,184
"[(5, -2), (-1, -3), (-2, -3), (0, -1), (1, 0), (1, -1), (5, -3)]",m244,False,"[(0, -1), (1, 0), (1, -1)]","(36, 13)","[(-3, -2)]",25,185
"[(0, -1), (-1, 1), (-3, 2), (-1, 0)]",m246,False,"[(0, -1), (-1, 1), (-1, 0)]","(13, -30)",[],31,186
"[(0, -1), (2, -3), (2, -1), (3, -2), (3, -1), (1, -4), (1, -3), (1, -2), (4, -1)]",m247,False,"[(0, -1)]","(5, 3)","[(3, 1), (-1, -3), (-3, -2), (4, 1), (-1, -2), (-2, -3), (-1, -1), (2, 1)]",5,187
"[(0, -1), (1, 0), (-1, -2)]",m248,False,"[(0, -1), (1, 0)]","(29, 25)",[],33,188
"[(5, -2), (5, -1), (2, -3), (-4, -1), (-3, -2), (-1, -2), (2, -1), (-2, -1), (3, -1), (-3, -1), (3, -2), (-1, -3), (-5, -1), (-1, -1), (1, -3), (1, 0), (1, -2), (4, -1)]",m249,False,"[(1, 0)]","(8, 1)",[],3,189
"[(0, -1), (-1, 1), (-1, 0)]",m250,False,"[(0, -1), (-1, 1), (-1, 0)]","(19, -41)",[],35,190
"[(0, -1), (-1, 1), (-1, 0), (-3, -2), (-1, 2), (-2, -3), (-2, 3), (-1, -3), (-1, -2), (-3, 4)]",m251,False,"[(0, -1), (-1, 1), (-1, 0)]","(16, -47)","[(1, -4), (1, -3)]",29,191
"[(1, -1), (1, 0), (1, -2), (0, -1)]",m252,False,"[(1, -1), (1, 0), (0, -1)]","(9, 32)",[],27,192
"[(1, 2), (3, 2), (1, -1), (3, 1), (4, 1), (2, 3), (1, 0)]",m253,False,"[(1, -1), (1, 0)]","(0, 1)","[(1, 3), (2, -3), (1, -3), (3, -4), (1, -2)]",3,193
"[(0, -1), (1, -2), (-1, 0)]",m255,False,"[(0, -1), (-1, 0)]","(9, -5)",[],9,194
"[(0, -1), (-1, 1), (-1, 0)]",m256,False,"[(0, -1), (-1, 1), (-1, 0)]","(29, -39)",[],37,195
"[(1, 2), (0, -1), (1, 0), (1, 1)]",m257,False,"[(0, -1), (1, 0), (1, 1)]","(9, 43)",[],33,196
"[(0, -1), (1, 0), (-1, -1)]",m258,False,"[(0, -1), (1, 0), (-1, -1)]","(40, 17)",[],37,197
"[(-4, 1), (-1, 0), (-1, -4), (-2, 3), (-1, 2), (-1, -3), (-3, 2), (-2, -3), (-1, -2), (0, -1)]",m259,False,"[(-1, 0), (0, -1)]","(1, -5)","[(-1, 4), (-1, 3)]",3,198
"[(-1, 0)]",m260,False,"[(-1, 0)]","(4, -3)","[(-2, 1), (-5, 1), (-7, -1), (-4, -1), (-6, 1), (-3, 1), (-3, -2), (-1, -2), (-1, -1), (-3, -1), (-6, -1), (-4, 1), (-5, -2), (-2, -1), (-3, 2), (1, -2), (-5, -1)]",3,199
"[(-1, 0)]",m261,False,"[(-1, 0)]","(1, -1)","[(-2, 1), (-5, 1), (-4, -1), (-6, 1), (-3, -1), (-1, -2), (-3, -2), (-3, 1), (-6, -1), (-4, 1), (-7, 1), (-5, -1), (-2, -1), (1, -3), (-5, 2), (1, -2), (-3, 2)]",1,200
"[(5, -1), (4, -3), (2, -3), (2, -1), (3, -2), (1, -1), (3, -1), (1, -4), (1, -3), (1, -2), (4, -1), (0, -1)]",m262,False,"[(1, -1), (0, -1)]","(1, 1)","[(3, 1), (4, 1), (3, 2), (-2, -3), (-1, -3), (-1, -2)]",1,201
"[(2, -3), (-5, -1), (-4, -1), (3, -2), (-5, -2), (-1, -1), (0, -1), (1, 0), (4, -1)]",m263,False,"[(-1, -1), (0, -1), (1, 0)]","(23, 1)",[],15,202
"[(0, -1), (1, -1), (-1, 0)]",m266,False,"[(0, -1), (1, -1), (-1, 0)]","(45, -13)",[],39,203
"[(0, -1), (1, 0), (1, 1)]",m267,False,"[(0, -1), (1, 0), (1, 1)]","(1, 5)",[],5,204
"[(-1, 1), (-1, 0), (-4, 3), (0, -1), (-5, 3)]",m269,False,"[(-1, 1), (-1, 0), (0, -1)]","(17, -41)","[(-2, 3), (-1, 2), (1, -3), (-3, 4)]",35,205
"[(0, -1), (-1, 0), (-1, -1)]",m270,'K5_16',"[(0, -1), (-1, 0), (-1, -1)]","(1, -45)",[],31,206
"[(0, -1), (-1, 0), (-1, -1)]",m271,False,"[(0, -1), (-1, 0), (-1, -1)]","(20, -33)",[],29,207
"[(4, -3), (-2, -3), (-1, -3), (-1, -2), (0, -1), (1, 0), (1, -1)]",m272,False,"[(0, -1), (1, 0), (1, -1)]","(39, 14)",[],27,208
"[(0, -1), (1, 0), (1, 1)]",m273,False,"[(0, -1), (1, 0), (1, 1)]","(13, 23)",[],21,209
"[(0, -1), (-4, -1), (-3, -1), (-1, -2), (-1, -1), (-2, -3), (-1, -3), (-2, -1), (-3, -2), (-1, 0)]",m275,False,"[(0, -1), (-1, -1), (-1, 0)]","(13, -10)","[(2, -3), (-5, 1), (-3, 1), (-4, 1), (1, -3), (1, -2), (-3, 2)]",13,210
"[(-3, -4), (-1, 0), (-1, 3), (-1, -1), (-1, 4), (-1, -3), (-1, -4), (-2, -3), (-1, -2), (0, -1)]",m276,'K5_17',"[(-1, 0), (-1, -1), (0, -1)]","(1, -50)",[],35,211
"[(0, -1), (1, 0), (1, -1)]",m277,False,"[(0, -1), (1, 0), (1, -1)]","(15, 37)",[],31,212
"[(0, -1), (-1, 1), (-1, 0)]",m278,False,"[(0, -1), (-1, 1), (-1, 0)]","(3, -25)",[],19,213
"[(-3, -4), (-1, 0), (0, -1), (-1, -1), (-2, -3), (-1, -4), (-4, 1), (-1, -3), (-1, -2), (-3, 2)]",m279,False,"[(-1, 0), (0, -1), (-1, -1)]","(15, -28)","[(-2, 3), (1, -3), (1, -2)]",25,214
"[(1, 2), (2, -3), (3, -2), (2, 3), (0, -1), (1, -3), (1, 0), (3, 4), (1, 1)]",m280,False,"[(0, -1), (1, 0), (1, 1)]","(1, 4)","[(1, 3)]",3,215
"[(2, -3), (-1, -1), (-5, -2), (0, -1), (1, -3), (1, 0), (1, -2)]",m281,'K5_18',"[(-1, -1), (0, -1), (1, 0)]","(47, 1)",[],31,216
"[(1, 2), (0, -1), (1, 0), (1, -1)]",m282,False,"[(0, -1), (1, 0), (1, -1)]","(7, 41)",[],29,217
"[(0, -1), (-1, 0), (-1, -1)]",m284,False,"[(0, -1), (-1, 0), (-1, -1)]","(9, -17)","[(1, -2)]",15,218
"[(2, -3), (-4, -1), (-3, -2), (-2, -1), (-1, -3), (-2, -3), (-1, -2), (1, -3), (1, -2), (-3, -1), (-1, 0)]",m285,False,"[(-1, 0)]","(2, -1)","[(4, -3), (-5, 1), (3, -2), (-3, 1), (-4, 1), (-5, 2)]",1,219
"[(1, 0)]",m286,False,"[(1, 0)]","(1, 1)","[(5, -1), (2, -1), (3, 1), (3, -1), (6, -1), (3, -2), (1, -1), (-1, -2), (4, -1), (2, 1)]",1,220
"[(0, -1), (-1, 1), (-1, 0), (-2, 3), (-1, 2), (-1, -3), (-2, -3), (-1, -2), (-3, 4)]",m287,False,"[(0, -1), (-1, 1), (-1, 0)]","(1, -5)","[(-1, 3), (-1, 4)]",3,221
"[(0, -1), (2, -3), (-4, -1), (-3, -1), (-1, -2), (-1, -3), (-2, -3), (-5, -1), (-2, -1), (1, -3), (1, -2), (-3, -2)]",m288,False,"[(0, -1)]","(4, -3)","[(-5, 1), (-2, 1), (-3, 1), (-4, 1), (-3, 2)]",3,222
"[(1, 0)]",m289,'K5_19',"[(1, 0)]","(7, 1)","[(5, -1), (-3, -2), (-4, -1), (-3, -1), (-1, -1), (2, -1), (-1, -2), (3, -2), (6, -1), (8, 1), (7, -1), (-6, -1), (3, -1), (-5, -1), (-2, -1), (1, -2), (4, -1)]",3,223
"[(4, -3), (3, -1), (2, -3), (1, -3), (-3, -1), (-1, -2), (2, -1), (-1, -1), (3, -2), (-3, -2), (3, -4), (-1, -3), (1, -4), (-2, -1), (0, -1), (1, -1), (4, -1)]",m290,False,"[(0, -1), (1, -1)]","(17, 2)","[(-4, -1)]",11,224
"[(0, -1), (-3, -4), (2, -3), (3, -1), (-1, -4), (-1, -3), (3, -2), (-1, -1), (1, -3), (1, 0), (1, -2), (4, -1), (-2, -3)]",m291,False,"[(0, -1), (-1, -1), (1, 0)]","(29, 19)","[(-3, -2), (4, 1), (3, 1), (-4, -3)]",21,225
"[(1, -3), (-1, 0), (-3, -2), (1, -4), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (-4, -3), (0, -1), (1, -2), (-3, -1), (-4, -1)]",m293,False,"[(-1, 0), (0, -1)]","(1, -1)","[(-2, 1), (-3, 2), (2, -3), (-3, 1), (-4, 1)]",2,226
"[(3, -1), (1, -1), (2, -1), (-1, -3), (1, -2), (-1, -4), (3, -2), (1, -3), (0, -1), (4, -1)]",m294,False,"[(0, -1)]","(1, 1)","[(3, 2), (3, 1), (-3, -4), (-2, -3), (4, 3), (5, 1), (4, 1), (2, 1)]",2,227
"[(0, -1), (-3, 2), (-1, 0)]",m296,False,"[(0, -1), (-1, 0)]","(10, -13)",[],13,228
"[(5, -1), (5, -2), (1, -2), (2, -3), (3, -2), (4, -1), (4, -3), (1, -3), (1, 0), (1, -1), (3, -1)]",m297,False,"[(1, 0), (1, -1)]","(4, 3)","[(3, 2), (4, 1), (3, 1), (-2, -3), (-1, -3), (-1, -2), (5, 1)]",8,229
"[(0, -1), (1, 0), (1, 1)]",m299,False,"[(0, -1), (1, 0), (1, 1)]","(25, 46)",[],43,230
"[(0, -1), (2, -3), (-1, -1), (3, -1), (4, -1), (-1, -4), (-1, -3), (3, -2), (1, -4), (1, -3), (1, 0), (1, -2), (-2, -3)]",m300,False,"[(0, -1), (-1, -1), (1, 0)]","(25, 8)","[(-3, -1), (4, 1), (-2, -1), (-3, -2)]",19,231
"[(-1, 0), (-3, -1), (-1, -3), (-2, -3), (-5, -1), (-1, -2), (-3, -2), (-5, -2), (-4, -1)]",m302,False,"[(-1, 0)]","(11, -9)","[(2, -3), (-5, 1), (-3, 2), (-3, 1), (-4, 1), (1, -3)]",13,232
"[(5, -1), (0, -1), (2, -3), (-4, -1), (-3, -2), (2, -1), (-1, 0), (3, -1), (-3, -1), (-2, -3), (3, -2), (-5, -1), (-1, -2), (1, -3), (1, -2), (4, -1), (-1, -3)]",m303,False,"[(0, -1), (-1, 0)]","(17, -1)",[],9,233
"[(-1, 0)]",m304,False,"[(-1, 0)]","(5, -1)","[(3, -2), (-5, -2), (-4, -1), (-3, -1), (2, -1), (-1, -2), (3, -1), (-3, -2), (-2, -3), (-6, -1), (-1, -3), (-5, -1), (-2, -1), (1, -3), (1, -2), (4, -1)]",3,234
[],m305,False,[],"(1, -3)","[(-5, 1), (-4, -1), (-6, 1), (-2, 3), (-1, 2), (-2, -1), (-4, 3), (-3, 1), (-4, 1), (-1, -3), (-5, -1), (-1, -2), (-3, 2), (-5, 2), (-3, -2), (-3, -1)]",3,235
[],m306,False,[],"(1, -1)","[(1, -3), (-5, 1), (-4, -1), (-3, -1), (-2, -3), (-3, 1), (-6, -1), (-4, 1), (-1, -3), (-5, -2), (-2, -1), (-3, 2), (-3, -2), (-5, -1)]",1,236
"[(5, -2), (5, -1), (2, -3), (3, -1), (6, -1), (3, -2), (4, -3), (1, -3), (1, -2), (4, -1)]",m307,False,[],"(1, 1)","[(4, 1), (-1, -3), (5, 1)]",1,237
"[(-1, 0)]",m310,False,"[(-1, 0)]","(2, -3)","[(-1, 1), (-5, 1), (-7, -1), (-6, 1), (-3, -2), (-1, -2), (-2, 1), (-3, 1), (-6, -1), (-4, 1), (-7, 1), (-5, -2), (-1, -1), (0, -1), (1, -2), (-5, -1), (-3, 2), (-4, -1)]",5,238
"[(0, -1), (1, -1), (2, -1), (2, -3), (3, -2), (1, -2), (-1, -3), (3, -1), (1, -4), (-1, -2), (1, -3), (1, 0), (4, -1), (-2, -3)]",m312,False,"[(0, -1), (1, -1), (1, 0)]","(13, 9)","[(3, 2), (4, 1)]",11,239
"[(0, -1), (-1, 0), (-1, -1)]",m316,False,"[(0, -1), (-1, 0), (-1, -1)]","(9, -41)","[(-1, 2)]",37,240
"[(0, -1), (-1, 1), (-1, 0), (-1, -2)]",m318,False,"[(0, -1), (-1, 1), (-1, 0)]","(4, -49)",[],41,241
"[(-1, 0)]",m319,False,"[(-1, 0)]","(1, -1)","[(-5, 1), (-6, 1), (-3, -1), (-2, -3), (-3, 1), (-6, -1), (-4, 1), (-5, -1), (-2, -1), (-3, -2), (-5, -2), (-4, -1)]",1,242
"[(5, -2), (4, -3), (2, -3), (1, -1), (2, -1), (5, -1), (3, -1), (3, -2), (1, -3), (1, -2), (4, -1)]",m320,False,"[(1, -1)]","(1, 1)","[(-1, -3), (-2, -3)]",1,243
"[(5, -2), (4, -3), (2, -3), (5, -1), (3, -2), (5, -3), (3, -1), (3, -4), (1, -4), (1, -3), (1, 0), (1, -2), (4, -1), (0, -1)]",m322,False,"[(1, 0), (0, -1)]","(9, 2)","[(-3, -1), (-1, -1), (-2, -1), (-3, -2), (-1, -3), (-2, -3), (-1, -2)]",9,244
"[(-5, -1), (-3, -4), (-4, -1), (-3, 1), (-3, -2), (-1, -1), (-2, 1), (-3, -1), (-1, -4), (-2, -3), (-4, 1), (-1, -3), (-5, -2), (-1, -2), (-4, -3), (0, -1), (-3, 2), (-1, 0)]",m326,False,"[(-1, -1), (0, -1), (-1, 0)]","(20, -23)","[(1, -3), (2, -3), (1, -2)]",21,245
"[(-5, 1), (-4, -1), (-3, -2), (-3, 1), (-2, -3), (-4, 1), (-1, -3), (-2, -1), (0, -1), (-3, -1), (-1, 0)]",m335,False,"[(0, -1), (-1, 0)]","(17, -21)","[(1, -3), (2, -3), (-3, 2), (-4, 3), (1, -2)]",25,246
"[(-1, 1), (-4, -1), (-3, 1), (-4, 3), (-1, -4), (-2, -3), (-4, 1), (-1, -3), (-2, -1), (0, -1), (-3, -2), (-3, -1), (-3, 2), (-1, 0)]",m336,False,"[(-1, 1), (0, -1), (-1, 0)]","(1, -3)","[(-2, 3), (-1, 2), (1, -4)]",3,247
"[(3, -1), (2, -3), (-5, -1), (-4, -1), (-3, -1), (-1, -1), (2, -1), (-1, -2), (3, -2), (-3, -2), (-1, -3), (-2, -3), (-5, -2), (-2, -1), (-4, -3), (1, -3), (1, -2), (4, -1), (-1, 0)]",m337,False,"[(-1, -1), (-1, 0)]","(29, -3)","[(5, -1)]",17,248
"[(5, -1), (3, -2), (2, -3), (-5, -2), (-4, -1), (-3, -1), (-1, -1), (2, -1), (-1, 0), (-1, -2), (3, -1), (-3, -2), (-2, -3), (-1, -3), (-5, -1), (-2, -1), (-4, -3), (1, -3), (1, -2), (4, -1), (0, -1)]",m338,False,"[(-1, -1), (-1, 0), (0, -1)]","(37, -3)",[],21,249
"[(3, -2), (2, -3), (1, -3), (-1, -3), (-1, -4), (-2, -3), (1, -4), (-1, -2), (0, -1), (1, 0), (1, -2), (4, -1)]",m339,False,"[(0, -1), (1, 0)]","(31, 21)",[],25,250
"[(1, 0)]",m340,'K5_20',"[(1, 0)]","(9, 1)","[(5, -1), (-5, -2), (-7, -1), (-4, -1), (-3, -1), (-2, -1), (3, -1), (6, -1), (-3, -2), (7, -1), (-6, -1), (3, -2), (-5, -1), (-1, -2), (1, -2), (4, -1)]",3,251
"[(5, -2), (4, -3), (2, -3), (5, -1), (-1, -1), (-2, -3), (3, -2), (-1, -3), (1, -2), (-1, -2), (1, -3), (1, 0), (3, -1), (4, -1), (0, -1)]",m342,False,"[(-1, -1), (1, 0), (0, -1)]","(28, 13)","[(-3, -2), (-2, -1), (3, 1), (4, 1)]",23,252
"[(-4, -1), (-3, -2), (-1, -1), (-2, -1), (-1, -3), (-3, -1), (3, -1), (-1, -2), (0, -1), (1, 0), (1, -1), (4, -1)]",m343,False,"[(0, -1), (1, 0), (1, -1)]","(22, 1)",[],13,253
"[(1, 0)]",m345,False,"[(1, 0)]","(1, 2)","[(5, -1), (5, -2), (2, -3), (3, 1), (4, 1), (6, 1), (2, -1), (3, 2), (3, -1), (6, -1), (3, -2), (2, 1), (5, 1), (1, -3), (1, -2), (4, -1), (1, 1)]",5,254
"[(0, -1), (2, -3), (-4, -1), (-3, -2), (-1, -4), (-2, -3), (-1, -3), (1, -4), (-2, -1), (1, -3), (1, -2), (-3, -1), (-1, 0)]",m346,False,"[(0, -1), (-1, 0)]","(29, -11)","[(-3, 1), (2, -1), (3, -2), (-4, 1)]",21,255
